chr,start,end,gene_symbol,strand
chr1,20465822,20476879,PLA2G2F,+
chr1,20489584,20503857,PLA2G2C,-
chr1,20512570,20522541,UBXN10,+
chr1,20617411,20681387,VWA5B1,+
chr1,20915443,20945401,CDA,+
chr1,21835850,21904905,ALPL,+
chr1,22138757,22151714,LDLRAD2,+
chr1,22303386,22315847,CELA3B,+
chr1,22328148,22339035,CELA3A,+
chr1,22889994,22930087,EPHA8,+
chr1,22962998,22966175,C1QA,+
chr1,22970109,22974604,C1QC,+
chr1,22979473,22988130,C1QB,+
chr1,23279535,23298809,LACTBL1,-
chr1,23337326,23342343,C1orf234,-
chr1,23518387,23521222,HTR1D,-
chr1,23953823,23967058,MDS2,+
chr1,24200459,24239817,CNR2,-
chr1,24382530,24438665,MYOM3,-
chr1,24446260,24469775,IL22RA1,-
chr1,24882566,24935819,NCMAP,+
chr1,25226001,25291501,RUNX3,-
chr1,25598976,25656936,RHD,+
chr1,25688739,25747363,RHCE,-
chr1,25943958,26112698,MAN1C1,+
chr1,26377794,26394125,TRIM63,-
chr1,26517118,26529033,CATSPER4,+
chr1,26648349,26680621,AIM1L,-
chr1,26688124,26699285,ZNF683,-
chr1,27237974,27240567,NR0B2,-
chr1,27695600,27701343,FCN3,-
chr1,27705665,27709823,CD164L2,-
chr1,27938799,27961727,FGR,-
chr1,33979598,34631443,CSMD2,-
chr1,34326075,34330392,HMGB4,+
chr1,34632483,34684732,C1orf94,+
chr1,35220647,35224113,GJB5,+
chr1,35225341,35229325,GJB4,+
chr1,35246789,35251965,GJB3,+
chr1,35331036,35395186,DLGAP3,-
chr1,36931643,36948915,CSF3R,-
chr1,37261127,37499844,GRIK3,-
chr1,38076950,38100595,RSPO1,-
chr1,38181645,38230824,EPHA10,-
chr1,38509522,38512450,POU3F1,-
chr1,41944445,41950354,EDN2,-
chr1,42619091,42621495,GUCA2B,+
chr1,42628361,42630395,GUCA2A,-
chr1,43000559,43120335,CCDC30,+
chr1,43198763,43205925,CLDN19,-
chr1,43735664,43739673,TMEM125,+
chr1,43747553,43751288,C1orf210,-
chr1,43766565,43788781,TIE1,+
chr1,44584521,44600812,KLF17,+
chr1,46972667,46979898,DMBX1,+
chr1,47011309,47017329,KNCN,-
chr1,47264669,47285021,CYP4B1,+
chr1,47394845,47407156,CYP4A11,-
chr1,47427035,47516426,CYP4X1,+
chr1,47533159,47583992,CYP4Z1,+
chr1,47603096,47614526,CYP4A22,+
chr1,47649260,47655771,PDZK1IP1,-
chr1,47681961,47698007,TAL1,-
chr1,48226199,48462562,TRABD2B,-
chr1,48688356,48714316,SLC5A9,+
chr1,48998526,50489626,AGBL4,-
chr1,49193194,49242641,BEND5,-
chr1,50513685,50669458,ELAVL4,+
chr1,51567905,51613754,C1orf185,+
chr1,52373627,52456436,RAB3B,-
chr1,53068042,53074723,GPX7,+
chr1,53099015,53122737,FAM159A,+
chr1,53527723,53551174,PODN,+
chr1,53552850,53608304,SLC1A7,-
chr1,53925071,53933161,DMRTB1,+
chr1,53971905,54199877,GLIS1,-
chr1,54472970,54483859,LDLRAD1,-
chr1,55246751,55266941,TTC22,-
chr1,57320442,57383894,C8A,+
chr1,57394882,57431813,C8B,-
chr1,60456065,60539442,C1orf87,-
chr1,62660473,62678000,L1TD1,+
chr1,66258192,66840262,PDE4B,+
chr1,66999251,67216822,SGIP1,+
chr1,67218139,67244730,TCTEX1D1,+
chr1,67263423,67266942,INSL5,-
chr1,67557858,67600654,C1orf141,-
chr1,67632168,67725662,IL23R,+
chr1,68511644,68517314,DIRAS3,-
chr1,68894506,68915642,RPE65,-
chr1,70032867,70589171,LRRC7,+
chr1,71868624,72748277,NEGR1,-
chr1,74701070,75010116,TNNI3K,+
chr1,75033794,75139422,ERICH3,-
chr1,79086066,79111830,IFI44L,+
chr1,79115476,79129763,IFI44,+
chr1,79355448,79472495,ADGRL4,-
chr1,84864214,84880691,DNASE2B,+
chr1,86194915,86622121,COL24A1,-
chr1,86889565,86922241,CLCA2,+
chr1,86934525,86965977,CLCA1,+
chr1,87012758,87046437,CLCA4,+
chr1,87678351,87717014,LOC101927844,+
chr1,89472359,89488549,GBP3,-
chr1,89517986,89531043,GBP1,-
chr1,89571814,89591842,GBP2,-
chr1,89597433,89641723,GBP7,-
chr1,89646830,89664633,GBP4,-
chr1,89724632,89738544,GBP5,-
chr1,89829435,89853719,GBP6,+
chr1,92414927,92479985,BRDT,+
chr1,94458392,94586705,ABCA4,-
chr1,95558072,95663163,TMEM56,+
chr1,99355800,99470449,PLPPR5,-
chr1,100111430,100160097,PALMD,+
chr1,101003727,101007583,GPR88,+
chr1,101185195,101204601,VCAM1,+
chr1,102268122,102312636,OLFM3,-
chr1,103342022,103574052,COL11A1,-
chr1,104159953,104168402,AMY2A,+
chr1,107682539,108027521,NTNG1,+
chr1,108113781,108507545,VAV3,-
chr1,108765962,108786703,NBPF4,-
chr1,108992903,109013260,NBPF6,+
chr1,109190909,109204148,HENMT1,-
chr1,109255555,109285371,FNDC7,+
chr1,110230417,110236367,GSTM1,+
chr1,110292701,110306644,EPS8L3,-
chr1,110993787,110999976,PROK1,+
chr1,111136201,111174096,KCNA2,-
chr1,111215073,111217655,KCNA3,-
chr1,111413820,111442558,CD53,+
chr1,111770280,111786062,CHI3L2,+
chr1,111833473,111863188,CHIA,+
chr1,112025969,112106625,TMIGD3,-
chr1,112042050,112046743,ADORA3,-
chr1,112318453,112531777,KCND3,-
chr1,113263188,113269857,FAM19A3,+
chr1,114356432,114414381,PTPN22,-
chr1,114631913,114696472,SYT6,-
chr1,115215718,115238239,AMPD1,-
chr1,115397423,115537991,SYCP1,+
chr1,115572444,115576930,TSHB,+
chr1,115828536,115880857,NGF,-
chr1,116242623,116311426,CASQ2,-
chr1,116378997,116383747,NHLH2,-
chr1,116654375,116677861,MAB21L3,+
chr1,117236733,117249225,C1orf137,+
chr1,117686208,117753582,VTCN1,-
chr1,118496287,118727848,SPAG17,-
chr1,119425665,119530476,TBX15,-
chr1,119911398,119936753,HAO2,+
chr1,119957553,119965662,HSD3B2,+
chr1,120049825,120057681,HSD3B1,+
chr1,120336640,120354203,REG4,-
chr1,120436155,120439147,ADAM30,-
chr1,120926127,120935944,FCGR1B,-
chr1,145413190,145417545,HFE2,+
chr1,145549208,145568526,ANKRD35,+
chr1,147228331,147245466,GJA5,-
chr1,147374945,147381396,GJA8,+
chr1,149754249,149764074,FCGR1A,+
chr1,150670534,150693364,HORMAD1,-
chr1,150702671,150738433,CTSS,-
chr1,151694012,151702082,RIIAD1,+
chr1,151772739,151777918,LINGO4,-
chr1,151778546,151804348,RORC,-
chr1,151819576,151826173,THEM5,-
chr1,152126070,152131704,RPTN,-
chr1,152274650,152297679,FLG,-
chr1,152321212,152332482,FLG2,-
chr1,152381718,152386750,CRNN,-
chr1,152730505,152734529,KPRP,+
chr1,152758752,152760902,LCE1E,+
chr1,152850797,152857523,SMCP,+
chr1,152882225,152884362,IVL,+
chr1,152974222,152976332,SPRR3,+
chr1,153232178,153234600,LOR,+
chr1,153270337,153283194,PGLYRP3,-
chr1,153302595,153321317,PGLYRP4,-
chr1,153330329,153333503,S100A9,+
chr1,153362507,153395059,S100A8,-
chr1,153388999,153395701,S100A7A,+
chr1,153409470,153412503,S100A7L2,-
chr1,153430219,153433137,S100A7,-
chr1,153509622,153514241,S100A5,-
chr1,153579358,153585644,S100A16,-
chr1,154474694,154520623,TDRD10,+
chr1,154669937,154832338,KCNN3,-
chr1,155158299,155162706,MUC1,-
chr1,157061834,157069600,ETV3L,-
chr1,157543538,157567870,FCRL4,-
chr1,157646270,157670662,FCRL3,-
chr1,157715522,157746922,FCRL2,-
chr1,157764192,157789940,FCRL1,-
chr1,157796860,157811634,CD5L,-
chr1,158149736,158156217,CD1D,+
chr1,158218118,158228059,CD1A,+
chr1,158259562,158264564,CD1C,+
chr1,158297739,158301321,CD1B,-
chr1,158323485,158327343,CD1E,+
chr1,158580495,158656506,SPTA1,-
chr1,158801167,158819270,MNDA,+
chr1,158901336,158946849,PYHIN1,+
chr1,158979681,159024945,IFI16,+
chr1,159032274,159046647,AIM2,-
chr1,159141353,159173103,CADM3,+
chr1,159173802,159176290,ACKR1,+
chr1,159253677,159278014,FCER1A,+
chr1,159682078,159684379,CRP,-
chr1,159770300,159786047,FCRL6,+
chr1,159796478,159807282,SLAMF8,+
chr1,159804263,159825137,C1orf204,-
chr1,159824105,159832447,VSIG8,-
chr1,159842153,159869906,CFAP45,-
chr1,159921281,159924044,SLAMF9,-
chr1,160085519,160113381,ATP1A2,+
chr1,160121351,160156767,ATP1A4,+
chr1,160454819,160493052,SLAMF6,-
chr1,160510883,160549306,CD84,-
chr1,160577889,160617101,SLAMF1,-
chr1,160648535,160681641,CD48,-
chr1,160708846,160724611,SLAMF7,+
chr1,160765863,160798045,LY9,+
chr1,160799949,160832692,CD244,-
chr1,160846329,160854960,ITLN1,-
chr1,160914815,160924589,ITLN2,-
chr1,161228516,161255240,PCP4L1,+
chr1,161475204,161489360,FCGR2A,+
chr1,161511548,161520527,FCGR3A,-
chr1,161592985,161601753,FCGR3B,-
chr1,161632904,161648444,FCGR2B,+
chr1,161676761,161684142,FCRLA,+
chr1,162365055,162381928,SH2D1B,-
chr1,162824086,162838605,CCDC190,-
chr1,163038395,163046592,RGS4,+
chr1,163112088,163172963,RGS5,-
chr1,165171103,165325952,LMX1A,-
chr1,165370158,165394221,RXRG,-
chr1,165513477,165533185,LRRC52,+
chr1,166025154,166135992,FAM78B,-
chr1,166882440,166944561,ILDR2,-
chr1,166944818,166991451,MAEL,+
chr1,167022072,167059868,GPA33,-
chr1,167063326,167098366,DUSP27,+
chr1,167599429,167677933,RCSD1,+
chr1,168250277,168283664,TBX19,+
chr1,168510002,168513235,XCL2,-
chr1,168664694,168698442,DPT,-
chr1,169558086,169599377,SELP,-
chr1,169691780,169703220,SELE,-
chr1,170115187,170136923,METTL11B,+
chr1,170904611,171033906,MROH9,+
chr1,171060017,171086959,FMO3,+
chr1,171154346,171181822,FMO2,+
chr1,171217609,171255117,FMO1,+
chr1,171283321,171311223,FMO4,+
chr1,171604556,171621773,MYOC,-
chr1,172422032,172437969,C1orf105,+
chr1,172628147,172636013,FASLG,+
chr1,173010359,173020103,TNFSF18,-
chr1,173152869,173176452,TNFSF4,-
chr1,173469603,173572233,SLC9C2,-
chr1,173577474,173639001,ANKRD45,-
chr1,175036993,175117202,TNN,+
chr1,175291934,175712752,TNR,-
chr1,176432306,176811972,PAPPA2,+
chr1,176826440,177134040,ASTN1,-
chr1,177140523,177251558,BRINP2,+
chr1,177898241,177939050,SEC16B,-
chr1,178482211,178492635,TEX35,+
chr1,179519673,179545087,NPHS2,-
chr1,179560747,179660407,TDRD5,+
chr1,179696897,179785333,FAM163A,+
chr1,181452685,181775920,CACNA1E,+
chr1,182419255,182529732,RGSL1,+
chr1,182610948,182642067,RGS8,-
chr1,182868997,182922660,SHCBP1L,-
chr1,183217371,183387634,NMNAT2,-
chr1,190066796,190447012,BRINP3,-
chr1,192127591,192154945,RGS18,+
chr1,192286121,192336415,RGS21,+
chr1,192544856,192549159,RGS1,+
chr1,192605267,192629441,RGS13,+
chr1,196621007,196716634,CFH,+
chr1,196743929,196763203,CFHR3,+
chr1,196788860,196801319,CFHR1,+
chr1,196857143,196887843,CFHR4,+
chr1,196912897,196928356,CFHR2,+
chr1,196946666,196978804,CFHR5,+
chr1,197008320,197036397,F13B,-
chr1,197237333,197447585,CRB1,+
chr1,198492351,198510075,ATP6V1G3,-
chr1,198608097,198726605,PTPRC,+
chr1,199996729,200146552,NR5A2,+
chr1,201008639,201081694,CACNA1S,-
chr1,201159952,201198080,IGFN1,+
chr1,201252579,201302121,PKP1,+
chr1,201328135,201346828,TNNT2,-
chr1,201349965,201368669,LAD1,-
chr1,201372894,201390874,TNNI1,-
chr1,201452657,201476387,CSRP1,-
chr1,203136938,203144942,MYBPH,-
chr1,203185206,203198860,CHIT1,-
chr1,203309748,203320557,FMOD,-
chr1,203463270,203478077,OPTC,+
chr1,203734283,203745500,LAX1,+
chr1,204123943,204135465,REN,-
chr1,204159468,204165619,KISS1,-
chr1,204187978,204329057,PLEKHA6,-
chr1,204797781,204991950,NFASC,+
chr1,205305192,205326218,KLHDC8A,-
chr1,205350505,205391214,LEMD1,-
chr1,206224282,206231482,AVPR1B,+
chr1,206238871,206288647,C1orf186,-
chr1,206317458,206332104,CTSE,+
chr1,206972214,207016326,IL19,+
chr1,207039153,207042568,IL20,+
chr1,207070787,207077484,IL24,+
chr1,207076629,207095378,FCMR,-
chr1,207101866,207119811,PIGR,-
chr1,207131311,207143970,FCAMR,-
chr1,207262186,207273338,C4BPB,+
chr1,207277606,207318317,C4BPA,+
chr1,207627644,207663240,CR2,+
chr1,207669472,207815110,CR1,+
chr1,207818457,207897036,CR1L,+
chr1,208059882,208084683,CD34,-
chr1,208195586,208417665,PLXNA2,-
chr1,209788214,209825820,LAMB3,-
chr1,209859524,209908295,HSD11B1,+
chr1,209929376,209955668,TRAF3IP3,+
chr1,210111518,210337636,SYT14,+
chr1,210851656,211307457,KCNH1,-
chr1,211649863,211666259,RD3,-
chr1,214161843,214214853,PROX1,+
chr1,215178884,215410436,KCNK2,+
chr1,215796235,216596738,USH2A,-
chr1,216676587,217311097,ESRRG,-
chr1,223714971,223853436,CAPN8,-
chr1,238045676,238054222,ZP4,-
chr1,239550229,240078750,CHRM3,+
chr1,241695433,241758949,KMO,+
chr1,242251688,242687998,PLD5,-
chr1,247579457,247612410,NLRP3,+
chr1,247670359,247740992,GCSAML,+
chr1,247693433,247697141,OR2C3,-
chr1,248020500,248043440,TRIM58,+
chr1,248100330,248264224,OR2L13,+
chr10,92827,95178,TUBB8,-
chr10,1223252,1779670,ADARB2,-
chr10,4868368,4890254,AKR1E2,+
chr10,5005453,5020158,AKR1C1,+
chr10,5029966,5060225,AKR1C2,-
chr10,5090957,5149878,AKR1C3,+
chr10,5238797,5260910,AKR1C4,+
chr10,5406971,5416655,UCN3,+
chr10,5435060,5446793,TUBAL3,-
chr10,6052656,6104333,IL2RA,-
chr10,6436058,6622263,PRKCQ,-
chr10,7601231,7708961,ITIH5,-
chr10,10504477,11373418,CELF2,+
chr10,11784355,11806065,ECHDC3,+
chr10,12391541,12877545,CAMK1D,+
chr10,12938624,13141773,CCDC3,-
chr10,13142081,13180276,OPTN,+
chr10,13685705,14372883,FRMD4A,-
chr10,14560555,14816896,FAM107B,-
chr10,15085894,15115851,OLAH,+
chr10,15555947,15762334,ITGA8,-
chr10,16865964,17171816,CUBN,-
chr10,17357412,17496386,ST8SIA6,-
chr10,17794259,17842866,TMEM236,+
chr10,18098331,18200091,MRC1,+
chr10,18240767,18332221,SLC39A12,+
chr10,18549495,18830688,CACNB2,+
chr10,19337699,20023407,MALRD1,+
chr10,21068901,21463116,NEBL,-
chr10,21414691,21435488,C10orf113,-
chr10,22634373,22706539,SPAG6,+
chr10,23983674,24836777,KIAA1217,+
chr10,25270907,25351208,ENKUR,-
chr10,25464289,25891158,GPR158,+
chr10,26505235,26593491,GAD2,+
chr10,26727265,26856732,APBB1IP,+
chr10,27687116,27703297,PTCHD3,-
chr10,27961802,28034778,MKX,-
chr10,28101092,28272035,ARMC4,-
chr10,28339921,28571026,MPP7,-
chr10,29135336,29170827,C10orf126,+
chr10,29577989,29600158,LYZL1,+
chr10,29746276,30025930,SVIL,-
chr10,30301728,30348488,KIAA1462,-
chr10,30900707,30918647,LYZL2,-
chr10,31133562,31288446,ZNF438,-
chr10,31610549,31818742,ZEB1,+
chr10,32094325,32197854,ARHGAP12,-
chr10,34398487,35104253,PARD3,-
chr10,35426709,35501886,CREM,+
chr10,35535908,35861598,CCNY,+
chr10,35894337,35897863,GJD4,+
chr10,37414784,37521495,ANKRD30A,+
chr10,43572516,43625799,RET,+
chr10,43689980,43762367,RASGEF1A,-
chr10,43867091,43871783,FXYD4,+
chr10,44865600,44880545,CXCL12,-
chr10,45406763,45432458,TMEM72,+
chr10,45798101,45811056,OR13A1,-
chr10,45869613,45941567,ALOX5,+
chr10,47157982,47174180,ANXA8L1,-
chr10,47658232,47701443,ANTXRL,+
chr10,48255203,48271369,ANXA8,+
chr10,48381486,48390991,RBP3,-
chr10,48411773,48416872,GDF2,-
chr10,48425778,48439138,GDF10,-
chr10,48737041,48827966,PTPN20,-
chr10,49203354,49207825,FAM25C,-
chr10,49364601,49482941,FRMPD2,-
chr10,49654067,49864310,ARHGAP22,-
chr10,49893517,50191001,WDFY4,+
chr10,50117527,50122280,LRRC18,-
chr10,50222289,50323577,VSTM4,-
chr10,50339198,50342065,FAM170B,-
chr10,50362768,50396445,C10orf128,-
chr10,50507186,50535537,C10orf71,+
chr10,50574160,50604062,DRGX,-
chr10,50817140,50873150,CHAT,+
chr10,50818346,50820766,SLC18A3,+
chr10,51549552,51562517,MSMB,+
chr10,51946999,52008370,ASAH2,-
chr10,52559168,52645435,A1CF,-
chr10,52750910,54058110,PRKG1,+
chr10,54525139,54531460,MBL2,-
chr10,55562530,56561051,PCDH15,-
chr10,60272903,60591197,BICC1,+
chr10,60936347,61007534,PHYHIPL,+
chr10,61496747,61513203,MRLN,-
chr10,61786055,62332714,ANK3,-
chr10,63166399,63213208,TMEM26,-
chr10,64133915,64431771,ZNF365,+
chr10,67672275,69455949,CTNNA3,-
chr10,68685791,68861309,LRRTM3,+
chr10,69865873,69971774,MYPN,+
chr10,70847201,70864567,SRGN,+
chr10,70980058,71027315,HKDC1,+
chr10,72014712,72043450,NPFFR1,-
chr10,72432261,72522197,ADAMTS14,+
chr10,72530993,72545175,TBATA,-
chr10,73156690,73575704,CDH23,+
chr10,73471457,73497581,C10orf105,-
chr10,73507312,73533337,VSIR,-
chr10,74694519,74714577,PLA2G12B,-
chr10,75669726,75682535,C10orf55,-
chr10,75670858,75677259,PLAU,+
chr10,76797593,76818272,DUPD1,-
chr10,76854189,76868970,DUSP13,-
chr10,77191403,78317133,C10orf11,+
chr10,78629358,79397577,KCNMA1,-
chr10,81272356,81276196,EIF5AL1,+
chr10,81315607,81320217,SFTPA2,-
chr10,81370694,81375199,SFTPA1,+
chr10,82031575,82049434,MAT1A,-
chr10,82095860,82116514,DYDC1,-
chr10,82104500,82127829,DYDC2,+
chr10,82297657,82406316,SH2D4B,+
chr10,83635069,84746935,NRG3,+
chr10,85933553,85945050,C10orf99,+
chr10,85980240,85985345,LRIT2,-
chr10,85991275,86001217,LRIT1,-
chr10,86004808,86018944,RGR,+
chr10,87359311,88126250,GRID1,-
chr10,88414313,88426217,OPN4,+
chr10,88428320,88459810,LDB3,+
chr10,88715557,88723017,SNCG,+
chr10,88728187,88730666,ADIRF,+
chr10,88730497,88769960,AGAP11,+
chr10,88780045,88784487,FAM25A,+
chr10,90033620,90343082,RNLS,-
chr10,90346518,90366733,LIPJ,+
chr10,90424145,90438572,LIPF,+
chr10,90484300,90512513,LIPK,+
chr10,90521162,90537999,LIPN,+
chr10,90562486,90580303,LIPM,+
chr10,90579655,90611732,ANKRD22,-
chr10,90750315,90776818,FAS,+
chr10,91061705,91069033,IFIT2,+
chr10,91087575,91100725,IFIT3,+
chr10,91137812,91144962,IFIT1B,+
chr10,91190050,91295313,SLC16A12,-
chr10,92500574,92617671,HTR7,-
chr10,93388197,93392858,PPP1R3C,-
chr10,95066185,95242074,MYOF,-
chr10,95326421,95349829,FFAR4,+
chr10,95351592,95361501,RBP4,-
chr10,95517565,95557931,LGI1,+
chr10,95753745,96088149,PLCE1,+
chr10,96443250,96495947,CYP2C18,+
chr10,96522437,96612962,CYP2C19,+
chr10,96698414,96749148,CYP2C9,+
chr10,96796528,96829254,CYP2C8,-
chr10,96953956,96988686,ACSM6,+
chr10,97071529,97200937,SORBS1,-
chr10,97471535,97637023,ENTPD1,+
chr10,97759847,97792441,CC2D2B,+
chr10,97951454,98031333,BLNK,-
chr10,98064084,98098321,DNTT,+
chr10,98102972,98119122,OPALIN,-
chr10,98353068,98480279,PIK3AP1,-
chr10,99609994,99631335,GOLGA7B,+
chr10,99624756,99790585,CRTAC1,-
chr10,100216833,100995632,HPSE2,-
chr10,101542354,101611949,ABCC2,+
chr10,101802064,101841642,CPN1,-
chr10,102047902,102090243,PKD2L1,-
chr10,102495465,102589698,PAX2,+
chr10,102891060,102897546,TLX1,+
chr10,103986034,103989346,ELOVL3,+
chr10,105232560,105238997,CALHM3,-
chr10,105253734,105352309,NEURL1,+
chr10,106400858,107025000,SORCS3,+
chr10,108333420,108924466,SORCS1,-
chr10,114043413,114064793,TECTB,+
chr10,114133915,114188138,ACSL5,+
chr10,115310589,115349361,HABP2,+
chr10,115348582,115423829,NRAP,-
chr10,115511212,115542192,PLEKHS1,+
chr10,115803805,115806667,ADRB1,+
chr10,115939028,115992063,TDRD1,+
chr10,115999012,116054259,VWA2,+
chr10,116054582,116164537,AFAP1L2,-
chr10,116190868,116527984,ABLIM1,-
chr10,116853123,117708510,ATRNL1,+
chr10,117816435,118015307,GFRA1,-
chr10,118083939,118139541,CCDC172,+
chr10,118187423,118237469,PNLIPRP3,+
chr10,118305435,118327370,PNLIP,+
chr10,118380464,118404654,PNLIPRP2,+
chr10,118956999,118969810,KCNK18,+
chr10,120352915,120355160,PRLHR,-
chr10,122216465,122349376,PLPP4,+
chr10,123748688,124014060,TACC2,+
chr10,124030810,124097695,BTBD16,+
chr10,124214178,124216868,ARMS2,+
chr10,124320180,124403252,DMBT1,+
chr10,124457224,124459338,C10orf120,-
chr10,124591670,124605691,CUZD1,-
chr10,124670216,124672627,FAM24A,+
chr10,125425870,125456915,GPR26,+
chr10,125505151,125651500,CPXM2,-
chr10,126135997,126138550,NKX1-2,-
chr10,127265090,127371713,TEX36,-
chr10,127700953,128077127,ADAM12,-
chr10,128113570,128210010,C10orf90,-
chr10,128593977,129250781,DOCK1,+
chr10,129347612,129350935,NPS,+
chr10,129535537,129539450,FOXI2,+
chr10,129676113,129691211,CLRN3,-
chr10,129705324,129884119,PTPRE,+
chr10,131265447,131565884,MGMT,+
chr10,132890654,133109984,TCERG1L,-
chr10,133879470,133998313,JAKMIP3,+
chr10,134621895,134756089,CFAP46,-
chr10,134901507,134945179,ADGRA1,+
chr10,135051407,135055434,VENTX,+
chr10,135367403,135381779,SYCE1,-
chr11,392598,404908,PKP3,+
chr11,405715,417397,SIGIRR,-
chr11,417929,442011,ANO9,-
chr11,1049777,1055764,LOC101927503,+
chr11,1074874,1104416,MUC2,+
chr11,1151579,1222364,MUC5AC,+
chr11,1855539,1858751,SYT8,+
chr11,1860232,1862910,TNNI2,+
chr11,1874199,1913493,LSP1,+
chr11,1940798,1959936,TNNT3,+
chr11,2150341,2170833,IGF2,-
chr11,2167852,2182439,INS-IGF2,-
chr11,2185158,2193035,TH,-
chr11,2289727,2292182,ASCL2,-
chr11,2316869,2323143,C11orf21,-
chr11,2323242,2339430,TSPAN32,+
chr11,3249040,3253616,MRGPRE,-
chr11,4406126,4414926,TRIM21,-
chr11,4592652,4599050,C11orf40,-
chr11,4665155,4676718,OR51E1,+
chr11,4701400,4719076,OR51E2,-
chr11,5009420,5013659,MMP26,+
chr11,5363743,5526882,OR51B5,-
chr11,5528529,5531215,UBQLN3,-
chr11,5535622,5537956,UBQLNL,-
chr11,5617330,5634188,TRIM6,+
chr11,5617864,5665628,TRIM6-TRIM34,+
chr11,5641173,5665628,TRIM34,+
chr11,5710816,5732093,TRIM22,+
chr11,6260321,6265707,CNGA4,+
chr11,6280903,6293357,CCKBR,+
chr11,6452267,6462254,HPX,-
chr11,6642554,6677080,DCHS1,-
chr11,7110164,7112379,RBMXL2,+
chr11,7273180,7490276,SYT9,+
chr11,7506599,7532608,OLFML1,+
chr11,7534995,7674996,PPFIBP2,+
chr11,7686325,7695474,CYB5R2,-
chr11,7711154,7727941,OVCH2,-
chr11,7981155,7985059,NLRP10,-
chr11,8127596,8190641,RIC3,-
chr11,8245850,8290182,LMO1,-
chr11,9041046,9113154,SCUBE2,-
chr11,10471867,10529126,AMPD3,+
chr11,10579412,10590365,LYVE1,-
chr11,10594637,10715535,MRVI1,-
chr11,11984542,12030917,DKK3,-
chr11,12132122,12285337,MICAL2,+
chr11,12308446,12380691,MICALCL,+
chr11,12399025,12556903,PARVA,+
chr11,13513591,13517722,PTH,-
chr11,14988214,14993832,CALCA,-
chr11,15133969,15268754,INSC,+
chr11,15665430,15726914,LOC102724957,+
chr11,15987994,16497935,SOX6,-
chr11,16798843,17035963,PLEKHA7,-
chr11,18042083,18062335,TPH1,-
chr11,18142501,18160027,MRGPRX3,+
chr11,18252901,18270221,SAA2-SAA4,-
